isgood;title
y;widows of hanged nigeria activists can continue case vs shell: dutch court 
y;high court dismisses shell's bid to appeal interdict... 
y;dutch court rejects case brought against shell by ogoni widows over killing of ken saro
y;italian court acquits eni and shell in nigerian corruption case 
y;netherlands: after 23 years, appalling allegations against shell to be heard in court 
n;rebel shareholders with percent of the vote 
y;shell can be sued in london over alleged nigerian pollution 
y;will ogoni, shell oil spill dispute ever be resolved 
y;nigeria/netherlands: shell involvement in execution of ogoni nine to be decided by court 
n;lack of supreme court review doesn't settle where big oil lawsuit will be fought 
n;court orders shell to pay n122b damages for oil spill 
y;nigeria: court orders shell to pay $3.6 billion fine over oil spill 
y;shell faces uk supreme court case over niger delta pollution 
y;shell weighs blockbuster sale of texas shale assets 
y;nigeria's bodo community claims win over shell after latest uk court ruling 
n;how youth climate court cases became a global trend 
n;in a landmark judgment, the federal court found the environment minister has a duty of care to young people 
y;dutch court says shell responsible for nigeria spills 
y;shell sued by texas energy retailer for nixing deal during storm 
y;italy orders investigation of shell, eni prosecutors in malabu corruption case 
y;shell faces possible dutch lawsuit over nigerian activist's execution 
y;nigerian court overturns seizure of oilfield from shell and eni 
n;oml 11: why court ordered fg to renew shellâ€™s oil lease for 20 years 
y;district of columbia sues bp, chevron, exxonmobil and shell for misleading public on climate change 
n;timeline: nigeria's opl 245 oilfield licence bribery cases 
n;supreme court dismisses shell's application to review n17bn ogoni judgement 
y;greenpeace banned from protesting on shell north sea oil rigs 
n;alleged $2.7bn oil theft case: court refuses to unfreeze shellâ€™s 20 bank accounts 
n;kiobel witness hearing in netherlands key chance to hold shell to account over human rights abuses in nigeria 
y;new york city sues exxonmobil, shell, bp, and the american petroleum institute 
n;judge vanessa guidry
n;govt loses appeal to $111 mn arbitration award in dispute with ril, shell 
n;taco bell's cheez
n;ukraineâ€™s ammunition becomes defining issue in battle for donbas 
n;review: 'marcel the shell' is an endearing dramedy for all ages 
y;shell appeals against dutch emissions order 
n;amber heard formally announces sheâ€™ll appeal verdict after losing to johnny depp 
y;shell appeals against dutch ruling, highlighting need for balance in addressing climate change and security of supply 
n;ukraine latest updates: â€foreign fighters appeal sentencesâ€™ 
n;police appeal for help to find missing woman from tameside 
n;exclusive: director masashi ando on 'the deer king' and the lasting appeal of 2d animation 
n;n700b spill compensation: shell heads for appeal court the nation newspaper 
n;urgent appeal after girl, 13, goes missing in tameside 
n;energy crisis lifeline as smart devices to slash âł460 off bills: â€wide appeal' 
n;appeal to help find dog missing from drumcondra for one year 
y;shell appeals judgment stopping gas flaring â€” nigeria â€” the guardian nigeria news â€“ nigeria and world news 
n;canada adopts three
y;shell appeals against n800bn oil spill judgment 
y;shell vows to appeal dutch court decision seeking 45% emissions cut by 2030 
n;every hero in teenage mutant ninja turtles: shredderâ€™s revenge, ranked 
y;shell set to halve absolute emissions regardless of court ruling 
n;the best, worst and most bland solutions to the buffaloes' conference dilemma 
n;activists to appeal failed bid to stop shell's wild coast blasting 
n;the untold truth of cowboy coffee 
n;live blog: ukraine restores link to zaporizhzhia nuclear station â€” operator 
n;5 san francisco appetizers that are cheap yet delicious 
n;rhode island climate suit: decision affirms it belongs in state court 
y;shell, mantashe lose court bid challenging wild coast seismic survey interdict 
y;environmentalists, farmers win dutch court case over shell nigeria spills 
n;news from the oil patch: 'systems issues' delay energy reports 
y;fg appeals to shell, chevron, nnpc others on gas supply to nlng plants 
y;acquittal of eni and shell in nigeria case faces legal challenge 
y;how a shell case helped nigerian lawyer win 'green nobel prize' 
n;chevron, other energy giants must face california climate change cases in state court 
y;shell's control over gas station operations made it a joint employer 
n;russian superyacht docks in san diego flying american flag 
y;mantashe, shell will soon hear if halted wild coast seismic blasting can be challenged | fin24 
n;energy litigation to watch in 2022 
n;california court of appeal broadens test for joint employer liability 
n;dish spectrum license fraud appeal has 'very little precedent' 
n;argentina to appeal court ruling against offshore oil exploration project 
n;malabu oil scam: groups hail appeals against acquittal of shell, eni 
n;doubts over shellâ€™s â€drive carbon neutralâ€™ claim 
n;oil companies defeat new york city appeal over global warming 
n;n800bn judgment debt: court to hear shell's application for stay jan. 25 â€“ thisdaylive 
n;n700bn spill compensation: shell in appeal court to challenge jurisdiction 
y;shell ask court to hands off n700 billion oil spill suit pending determination of appeal 
n;oml 11: shell appeals affirmation of ruling by rivers high court 
y;okpabi v shell: clarification from the english supreme court on jurisdiction and parent company liability 
n;representative actions: jalla & another v shell international trading and shipping co ltd & shell nigeria exploration and production company ltd (appeal (2): representative action) 
y;shell files int'l arbitration against nigeria over oil spill case 
n;city of berkeley, native american tribe lose appeal to stop development of sacred site 
n;year in review: conocophillips' acquisition of shell's permian business was a deal of the week 
n;burlington city council candidate appeals election results in court 
n;conch shell killer gets sentence reduced by ten years in appeal 
y;shell begins process to resolve dispute with niger delta farmers 
y;uk supreme court allows nigerian citizens' appeal in respect to an environmental damage claim against a uk parent company 
y;as shell finally agrees to pay ogoni communities n45.9bn â€“ thisdaylive 
n;court of appeals upholds evans landscaping convictions | usao
y;shell, omv and others appeal polish fines over nord stream 2 financing 
n;sharma appeal decision: end of the road for novel duty of care? 
y;nigerians win uk court ok to sue shell over oil spills 
y;court orders royal dutch shell to cut net emissions by 45% 
y;what shell's move to london means for climate activists 
n;environmental groups have sued large german companies to reduce their productsâ€™ co2 emissions 
y;shell climate case to return to focus at annual shareholder meeting 
n;climate activists take norway to human rights court over arctic oil plans 
n;climate change litigation: the case for better disclosure and targets 
y;shell obtains injunctions against uk climate protests 
n;australian court orders government to protect young people from climate change 
n;executive pay and climate: can bonuses be used to reduce emissions? 
n;nio is developing a co
n;who sues for the treesâ€”and the air that we breathe? 
n;litigation is playing an increasingly important role in successful climate action 
n;forget tulips and windmills, the netherlands is the dirty old man of europe 
